genres,imdb_id,title,vote_average
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",tt2180411,Into the Woods,5.6
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt2788710,The Interview,6.1
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt2802144,Kingsman: The Secret Service,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2184287,Summer in February,5.6
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt1109583,Fear Island,5.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2107861,Walking on Sunshine,6.3
"[{'id': 35, 'name': 'Comedy'}]",tt0030722,Heartbeat,4.8
"[{'id': 35, 'name': 'Comedy'}]",tt2437548,Goodbye to All That,5.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2609758,A Madea Christmas,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",tt0216750,Total Western,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt1388371,An American Hippie in Israel,5.5
"[{'id': 53, 'name': 'Thriller'}]",tt3663040,Heatstroke,5.2
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt3320502,Let It Snow,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt2937752,Common,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0071331,Gambling City,0.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",tt0077945,The Mountain of the Cannibal God,5.7
"[{'id': 18, 'name': 'Drama'}]",tt2400377,Kaksparsh,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0053241,Santa Claus,1.6
"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",tt2514338,Jauja,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt1823664,Annie,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",tt1272018,Kandahar,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",tt0074441,The Duchess and the Dirtwater Fox,5.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",tt0068997,The New Centurions,6.8
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt1537481,Space Chimps 2: Zartog Strikes Back,4.5
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",tt0076518,Rulers of the City,5.8
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1392190,Mad Max: Fury Road,7.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt0803096,Warcraft,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt2395427,Avengers: Age of Ultron,7.3
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt1211837,Doctor Strange,7.1
"[{'id': 878, 'name': 'Science Fiction'}]",tt3385516,X-Men: Apocalypse,6.4
"[{'id': 18, 'name': 'Drama'}]",tt0055534,Too Late Blues,6.6
"[{'id': 18, 'name': 'Drama'}]",tt3520564,Melbourne,6.2
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",tt0053275,Magic Boy,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1284592,Teza,7.4
"[{'id': 37, 'name': 'Western'}]",tt0067672,Return of Sabata,4.8
"[{'id': 18, 'name': 'Drama'}]",tt0018836,The Divine Woman,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",tt0110017,Hercules and the Lost Kingdom,5.1
"[{'id': 53, 'name': 'Thriller'}]",tt2073121,The Suspect,5.5
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt2953196,Social Nightmare,5.1
[],tt0056526,State Fair,4.9
"[{'id': 878, 'name': 'Science Fiction'}]",tt0289830,Taken,7.4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0026972,Scrooge,4.9
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt2872810,Mischief Night,4.4
"[{'id': 27, 'name': 'Horror'}]",tt0096340,The Unholy,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0025330,Jimmy the Gent,6.7
"[{'id': 18, 'name': 'Drama'}]",tt2076176,My Way,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0030412,Man-Proof,6.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0029118,The Last Gangster,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",tt0046029,Malta Story,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0019571,While the City Sleeps,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0041190,The Blue Lagoon,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",tt0110019,Hercules in the Underworld,4.7
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt1444252,Terror Trap,3.7
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2594950,The Major,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",tt0088611,Space,0.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1415269,Immigration Tango,4.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",tt0088766,The Bad Seed,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",tt3992752,Women Aren't Funny,4.6
[],tt1020996,Switch,6.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0039464,High Wall,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0054244,Suspect,7.2
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0059540,Once a Thief,5.8
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",tt1139111,The Land Before Time XIII: The Wisdom of Friends,6.0
"[{'id': 99, 'name': 'Documentary'}]",tt1418702,Limelight,5.4
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0028966,Lady Killer,6.8
[],tt2180016,Iceberg Slim: Portrait of a Pimp,6.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0055151,The Mask,6.2
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0100784,The Law,5.8
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0465552,Hostage,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0470692,Bienvenido a casa,5.0
"[{'id': 18, 'name': 'Drama'}]",tt1718898,Snake & Mongoose,5.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0040395,Good Sam,6.0
"[{'id': 28, 'name': 'Action'}]",tt2179226,Absolute Deception,4.4
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2039393,The Gambler,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1607577,Love and Other Troubles,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0045267,The Turning Point,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0250756,Styx,3.7
"[{'id': 16, 'name': 'Animation'}]",tt1206541,The Dolphin: Story of a Dreamer,0.0
"[{'id': 14, 'name': 'Fantasy'}]",tt0093999,Snow White,7.6
"[{'id': 10749, 'name': 'Romance'}]",tt0884177,Romance,6.3
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 99, 'name': 'Documentary'}]",tt0342739,Mars,5.0
"[{'id': 18, 'name': 'Drama'}]",tt0434345,Snow White,0.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0023202,Me and My Gal,4.8
"[{'id': 53, 'name': 'Thriller'}]",tt2375417,Playdate,4.4
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0042524,The Great Rupert,7.6
"[{'id': 99, 'name': 'Documentary'}]",tt2401223,Richard Pryor: Omit the Logic,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0312278,Skinwalkers,3.2
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt0457475,Silent Partner,3.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt0045187,Stars and Stripes Forever,7.0
"[{'id': 35, 'name': 'Comedy'}]",tt0054049,Make Mine Mink,6.8
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt1190074,The Legend of Bloody Mary,3.8
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0073880,Walking Tall Part II,5.1
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]",tt0051083,Time Limit,5.5
"[{'id': 35, 'name': 'Comedy'}]",tt1826753,Tasting Menu,4.0
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0071968,Parade,5.8
"[{'id': 18, 'name': 'Drama'}]",tt0037227,Army,7.5
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0048429,She Was Like a Wild Chrysanthemum,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt1864405,Low Down,5.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt3328716,Paper Planes,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",tt1137436,Awaydays,5.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt1811307,Burning Blue,5.5
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1808339,Not Another Happy Ending,6.1
"[{'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]",tt1072756,Buffalo Girls,8.0
"[{'id': 16, 'name': 'Animation'}]",tt0239797,The Periwig-Maker,8.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",tt0274761,Halloweentown II: Kalabar's Revenge,6.3
"[{'id': 16, 'name': 'Animation'}]",tt0045261,Trick or Treat,6.4
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",tt1725929,Barbie: A Fashion Fairytale,6.4
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt1806827,Brutal Relax,6.6
"[{'id': 99, 'name': 'Documentary'}]",tt0454121,Diario de un skin,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt3579082,Latitudes,5.4
"[{'id': 18, 'name': 'Drama'}]",tt3136752,The Last Diamond,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2040504,Shirin in Love,4.0
"[{'id': 18, 'name': 'Drama'}]",tt1462411,Big Sur,4.8
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",tt2065877,Apostle Peter and the Last Supper,6.2
"[{'id': 16, 'name': 'Animation'}]",tt0086855,The Adventures of André and Wally B.,5.4
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0328993,Face of Terror,4.0
"[{'id': 99, 'name': 'Documentary'}]",tt2240784,Planet Ocean,7.1
"[{'id': 28, 'name': 'Action'}]",tt2923316,American Heist,4.3
"[{'id': 18, 'name': 'Drama'}]",tt0173024,A Visitor to a Museum,7.6
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt1537314,The Flying Machine,5.4
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt1666801,The DUFF,6.8
"[{'id': 53, 'name': 'Thriller'}]",tt1992258,Tower Block,5.7
[],tt0452032,Kocken,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2785032,The Little Death,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt1278180,Kenny Begins,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt3230082,The Blue Room,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt1763280,Septien,5.3
"[{'id': 99, 'name': 'Documentary'}]",tt1273222,These Amazing Shadows,7.5
"[{'id': 18, 'name': 'Drama'}]",tt0053437,The Wayward Girl,0.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0114081,Pan,10.0
"[{'id': 18, 'name': 'Drama'}]",tt0038774,Night Editor,5.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",tt0289782,Under the Flag of the Rising Sun,6.6
"[{'id': 99, 'name': 'Documentary'}]",tt2395970,Rewind This!,7.0
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt2430044,Josephine,6.0
"[{'id': 18, 'name': 'Drama'}]",tt2434988,"Mother, I Love You",7.0
"[{'id': 80, 'name': 'Crime'}]",tt2017464,Intimidation,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",tt1477171,Amador,6.6
"[{'id': 18, 'name': 'Drama'}]",tt2201063,Fuck Up,5.7
"[{'id': 16, 'name': 'Animation'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt1808454,@Suicide Room,7.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt1270296,The Killing Jar,5.1
"[{'id': 878, 'name': 'Science Fiction'}]",tt1535107,The First Men in the Moon,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2381111,Brooklyn,7.2
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt3442990,Lila & Eve,5.4
"[{'id': 18, 'name': 'Drama'}]",tt2349144,Mississippi Grind,5.9
"[{'id': 35, 'name': 'Comedy'}]",tt2872462,Mistress America,6.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1178665,A Walk in the Woods,5.7
"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",tt4229236,Cobain: Montage of Heck,7.5
"[{'id': 99, 'name': 'Documentary'}]",tt1780871,In Football We Trust,5.0
"[{'id': 99, 'name': 'Documentary'}]",tt3158416,Here Be Dragons,5.0
"[{'id': 18, 'name': 'Drama'}]",tt2891174,99 Homes,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt3090634,Eden,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt3859304,The Bronze,5.5
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt3850214,Dope,7.2
"[{'id': 99, 'name': 'Documentary'}]",tt1483780,The Referees,6.0
"[{'id': 18, 'name': 'Drama'}]",tt2875926,My Sweet Pepper Land,6.8
"[{'id': 18, 'name': 'Drama'}]",tt0064165,The Things of Life,6.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0046415,The Count of Monte Cristo,6.8
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0248110,The Invitation,4.0
"[{'id': 53, 'name': 'Thriller'}]",tt0108555,When the Bough Breaks,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1363468,Zenith,5.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1615075,Suing The Devil,3.7
"[{'id': 18, 'name': 'Drama'}]",tt2667960,Miss Julie,5.8
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt3066630,The Forbidden Room,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0406754,Evilenko,5.4
"[{'id': 53, 'name': 'Thriller'}]",tt1850397,The Loft,6.4
"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",tt3279124,Last Days in Vietnam,7.0
"[{'id': 18, 'name': 'Drama'}]",tt0115164,Private Confessions,5.0
[],tt4131208,natural history,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",tt0062266,The Shuttered Room,6.0
"[{'id': 35, 'name': 'Comedy'}]",tt0063464,The Prophet,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0045504,Love in the City,6.3
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0082539,Hotel America,6.6
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0061646,The Three Fantastic Supermen,7.0
"[{'id': 12, 'name': 'Adventure'}]",tt0085991,Antarctica,7.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1405412,Hardwired,4.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",tt0095869,The Little Devil,6.6
"[{'id': 35, 'name': 'Comedy'}]",tt0206588,Beethoven's 3rd,4.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0342108,Beethoven's 5th,4.5
"[{'id': 35, 'name': 'Comedy'}]",tt1176410,Beethoven's Big Break,4.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt1855134,Beethoven's Christmas Adventure,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",tt0049077,Shadow,5.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0033490,The Corsican Brothers,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",tt0105127,The Plague,5.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0062137,The Oldest Profession,5.5
[],tt1422182,Monty Python - Almost the Truth (The Lawyer's Cut),7.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",tt3460252,The Hateful Eight,7.6
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",tt0074345,The Last Round,0.0
"[{'id': 80, 'name': 'Crime'}]",tt0075722,Destruction Force,7.5
"[{'id': 18, 'name': 'Drama'}]",tt3125220,Little Accidents,5.2
"[{'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]",tt1790621,A Christmas Kiss,6.1
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2231253,Wild Card,5.4
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",tt2246953,Rent-a-Cat,6.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0392883,Valley of Flowers,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt3145220,Hits,4.9
"[{'id': 18, 'name': 'Drama'}]",tt2287715,Ego,5.6
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1418754,John Doe: Vigilante,6.7
"[{'id': 18, 'name': 'Drama'}]",tt2711898,Diary of a Chambermaid,5.2
"[{'id': 18, 'name': 'Drama'}]",tt2042583,The Golden Dream,6.8
"[{'id': 35, 'name': 'Comedy'}]",tt2192900,The Only Ones,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt2802136,Home Sweet Hell,5.0
"[{'id': 18, 'name': 'Drama'}]",tt3409392,Timbuktu,6.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt2270802,Sputnik,6.0
"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",tt2650978,The Dark Valley,7.1
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2258285,Two Men in Town,5.9
"[{'id': 35, 'name': 'Comedy'}]",tt0065361,Twelve Plus One,5.3
"[{'id': 18, 'name': 'Drama'}]",tt1504691,Plastic Bag,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0085900,The Outsider,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0071864,Love at the Top,6.8
"[{'id': 35, 'name': 'Comedy'}]",tt0090377,Sugarbaby,6.0
"[{'id': 35, 'name': 'Comedy'}]",tt2637294,Hot Tub Time Machine 2,5.0
"[{'id': 35, 'name': 'Comedy'}]",tt0195753,Eddie Izzard: Glorious,6.4
"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",tt0069417,Tragic Ceremony,6.0
[],tt0039424,Lost Youth,6.0
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",tt0433649,Thicker than Water,5.5
"[{'id': 9648, 'name': 'Mystery'}]",tt1916749,The Time Being,4.9
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt3107070,Believe Me,4.8
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt2933474,Superfast!,4.5
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1434925,Bandaged,4.8
"[{'id': 18, 'name': 'Drama'}]",tt0263496,Pretty Things,5.0
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2381941,Focus,6.7
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt2279373,The SpongeBob Movie: Sponge Out of Water,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",tt2882328,Ugly,7.2
[],tt0100334,Le party,7.5
"[{'id': 35, 'name': 'Comedy'}]",tt0963207,George Carlin: It's Bad for Ya!,8.1
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2401097,Tracers,5.9
"[{'id': 18, 'name': 'Drama'}]",tt2097298,"McFarland, USA",7.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt2909116,Wolf Totem,6.4
